N,RMIC,Partial Dependence
0.0,9.2,64.76645211514725
0.17775510204081635,9.2,65.28725045774827
0.3555102040816327,9.2,65.28725045774827
0.533265306122449,9.2,65.28725045774827
0.7110204081632654,9.2,66.84276170023297
0.8887755102040817,9.2,66.94267422749603
1.066530612244898,9.2,67.0717847240154
1.2442857142857144,9.2,67.12918616954177
1.4220408163265308,9.2,67.11669883334429
1.5997959183673471,9.2,72.79620208598419
1.7775510204081635,9.2,73.5924424465829
1.9553061224489798,9.2,78.06825113196489
2.133061224489796,9.2,79.12950556053477
2.3108163265306123,9.2,79.08762048780575
2.488571428571429,9.2,78.7725287876277
2.6663265306122454,9.2,78.73578152611931
2.8440816326530616,9.2,78.71608190524901
3.0218367346938777,9.2,80.72800393627581
3.1995918367346943,9.2,76.21122686955916
3.377346938775511,9.2,76.51647398114049
3.555102040816327,9.2,76.73636666396737
3.732857142857143,9.2,76.73636666396737
3.9106122448979597,9.2,76.75839698339185
4.088367346938776,9.2,76.88314204120888
4.266122448979592,9.2,78.03961424696213
4.4438775510204085,9.2,78.03961424696213
4.621632653061225,9.2,78.03961424696213
4.799387755102042,9.2,78.30109555498593
4.977142857142858,9.2,78.30109555498593
5.154897959183674,9.2,78.30109555498593
5.332653061224491,9.2,77.8458877084555
5.510408163265307,9.2,75.99068289982485
5.688163265306123,9.2,75.99699465907024
5.865918367346939,9.2,75.99699465907024
6.043673469387755,9.2,76.13296545436151
6.221428571428572,9.2,76.13296545436151
6.3991836734693885,9.2,76.0790182493861
6.576938775510205,9.2,77.25033260285136
6.754693877551022,9.2,77.25033260285136
6.932448979591838,9.2,77.25033260285136
7.110204081632654,9.2,84.47143949273581
7.28795918367347,9.2,83.91674020932733
7.465714285714286,9.2,83.91674020932733
7.643469387755103,9.2,84.06840865258613
7.821224489795919,9.2,84.06840865258613
7.9989795918367355,9.2,84.07303165546382
8.176734693877552,9.2,84.07303165546382
8.354489795918369,9.2,86.93853225173866
8.532244897959185,9.2,85.3797079948583
8.71,9.2,85.3797079948583
0.0,10.811673469387754,77.30942708699459
0.17775510204081635,10.811673469387754,77.8302254295956
0.3555102040816327,10.811673469387754,77.8302254295956
0.533265306122449,10.811673469387754,77.8302254295956
0.7110204081632654,10.811673469387754,79.39006516374185
0.8887755102040817,10.811673469387754,79.48997769100491
1.066530612244898,10.811673469387754,79.62177358381891
1.2442857142857144,10.811673469387754,79.68342664582228
1.4220408163265308,10.811673469387754,79.67093930962481
1.5997959183673471,10.811673469387754,85.35044256226467
1.7775510204081635,10.811673469387754,86.17383595485654
1.9553061224489798,10.811673469387754,90.64964464023853
2.133061224489796,10.811673469387754,91.71089906880842
2.3108163265306123,10.811673469387754,91.66901399607941
2.488571428571429,10.811673469387754,91.24431915237332
2.6663265306122454,10.811673469387754,91.1967784904777
2.8440816326530616,10.811673469387754,91.16440953037524
3.0218367346938777,10.811673469387754,93.27179225350227
3.1995918367346943,10.811673469387754,88.75501518678563
3.377346938775511,10.811673469387754,89.06026229836695
3.555102040816327,10.811673469387754,89.28015498119385
3.732857142857143,10.811673469387754,89.28015498119385
3.9106122448979597,10.811673469387754,89.30218530061832
4.088367346938776,10.811673469387754,89.42693035843536
4.266122448979592,10.811673469387754,90.59071856375526
