O,Dap,Partial Dependence
2.75,1.62,95.91030165652995
3.045183673469384,1.62,95.91030165652995
3.340367346938768,1.62,93.99931065967071
3.635551020408152,1.62,92.30315174124287
3.930734693877536,1.62,92.61739485720231
4.22591836734692,1.62,92.71540267455208
4.521102040816304,1.62,89.80885926998415
4.816285714285687,1.62,90.52267513877514
5.111469387755072,1.62,90.66373646202453
5.406653061224455,1.62,91.14024126299276
5.70183673469384,1.62,91.18478169257537
5.997020408163223,1.62,92.0930270135814
6.292204081632607,1.62,89.79040203960909
6.587387755101991,1.62,89.23272145340216
6.882571428571375,1.62,90.27597996743539
7.177755102040759,1.62,88.6147740523079
7.472938775510143,1.62,89.75345614819521
7.768122448979527,1.62,89.02015097166725
8.06330612244891,1.62,89.83164767247625
8.358489795918295,1.62,88.81802316943947
8.65367346938768,1.62,88.7041705964411
8.948857142857063,1.62,88.7041705964411
9.244040816326446,1.62,90.14970256893673
9.539224489795831,1.62,89.82420544425199
9.834408163265214,1.62,88.90543676433633
10.129591836734598,1.62,88.3256871442774
10.424775510203983,1.62,88.5594733709976
10.719959183673367,1.62,87.31853446363306
11.01514285714275,1.62,87.55531521939636
11.310326530612135,1.62,87.5201265437989
11.605510204081519,1.62,87.46731869531645
11.900693877550903,1.62,88.26001096901302
12.195877551020287,1.62,88.28479225064575
12.49106122448967,1.62,88.36705227908132
12.786244897959055,1.62,88.36705227908132
13.081428571428438,1.62,88.36705227908132
13.376612244897823,1.62,88.36705227908132
13.671795918367206,1.62,86.78597277360147
13.96697959183659,1.62,86.78597277360147
14.262163265305974,1.62,83.68290136229092
14.557346938775359,1.62,83.68290136229092
14.852530612244742,1.62,83.72007017530998
15.147714285714127,1.62,83.73311539955094
15.44289795918351,1.62,84.47354688890329
15.738081632652895,1.62,84.47354688890329
16.033265306122278,1.62,84.47354688890329
16.328448979591663,1.62,84.47354688890329
16.623632653061044,1.62,84.47354688890329
16.91881632653043,1.62,83.93658973813584
17.213999999999814,1.62,83.93658973813584
2.75,1.7271428571428573,98.7528533690642
3.045183673469384,1.7271428571428573,98.7528533690642
3.340367346938768,1.7271428571428573,96.84186237220497
3.635551020408152,1.7271428571428573,95.14570345377713
3.930734693877536,1.7271428571428573,95.45994656973657
4.22591836734692,1.7271428571428573,95.55795438708633
4.521102040816304,1.7271428571428573,92.6531202775378
