N,PV,Partial Dependence
0.0,0.315,68.2989402811918
0.17775510204081635,0.315,68.81973862379282
0.3555102040816327,0.315,68.81973862379282
0.533265306122449,0.315,68.81973862379282
0.7110204081632654,0.315,69.79432211335646
0.8887755102040817,0.315,69.91617228139157
1.066530612244898,0.315,68.96648492136987
1.2442857142857144,0.315,69.0255934553302
1.4220408163265308,0.315,69.01317199695849
1.5997959183673471,0.315,74.69156876208818
1.7775510204081635,0.315,75.90471623248185
1.9553061224489798,0.315,81.22098423257133
2.133061224489796,0.315,82.29267856238629
2.3108163265306123,0.315,82.25287151807123
2.488571428571429,0.315,85.5425047190919
2.6663265306122454,0.315,85.50119907845105
2.8440816326530616,0.315,85.49156289443539
3.0218367346938777,0.315,86.56621494007244
3.1995918367346943,0.315,82.60654609351664
3.377346938775511,0.315,82.91179320509798
3.555102040816327,0.315,82.35616752649405
3.732857142857143,0.315,82.35616752649405
3.9106122448979597,0.315,82.38414625309375
4.088367346938776,0.315,82.41255715311782
4.266122448979592,0.315,83.57506816026307
4.4438775510204085,0.315,83.57506816026307
4.621632653061225,0.315,83.57506816026307
4.799387755102042,0.315,83.7369118475812
4.977142857142858,0.315,83.7369118475812
5.154897959183674,0.315,83.7369118475812
5.332653061224491,0.315,83.16587569570585
5.510408163265307,0.315,81.31131634060907
5.688163265306123,0.315,81.38225337521816
5.865918367346939,0.315,81.38225337521816
6.043673469387755,0.315,81.52982403429748
6.221428571428572,0.315,81.52982403429748
6.3991836734693885,0.315,81.47587682932205
6.576938775510205,0.315,81.58633825922324
6.754693877551022,0.315,81.58633825922324
6.932448979591838,0.315,81.58633825922324
7.110204081632654,0.315,88.61227403520346
7.28795918367347,0.315,88.06571470918803
7.465714285714286,0.315,88.06571470918803
7.643469387755103,0.315,88.2161877166882
7.821224489795919,0.315,88.2161877166882
7.9989795918367355,0.315,88.18405472507351
8.176734693877552,0.315,88.18405472507351
8.354489795918369,0.315,91.04955532134832
8.532244897959185,0.315,89.49073106446797
8.71,0.315,89.49073106446797
0.0,0.35922448979591837,77.27181228472888
0.17775510204081635,0.35922448979591837,77.79261062732989
0.3555102040816327,0.35922448979591837,77.79261062732989
0.533265306122449,0.35922448979591837,77.79261062732989
0.7110204081632654,0.35922448979591837,78.76719411689352
0.8887755102040817,0.35922448979591837,78.88904428492862
1.066530612244898,0.35922448979591837,77.93935692490696
1.2442857142857144,0.35922448979591837,77.99846545886727
1.4220408163265308,0.35922448979591837,77.98604400049557
1.5997959183673471,0.35922448979591837,83.66444076562524
1.7775510204081635,0.35922448979591837,84.87758823601892
1.9553061224489798,0.35922448979591837,90.19385623610842
2.133061224489796,0.35922448979591837,91.26555056592336
2.3108163265306123,0.35922448979591837,91.22574352160831
2.488571428571429,0.35922448979591837,94.51537672262897
2.6663265306122454,0.35922448979591837,94.47407108198813
2.8440816326530616,0.35922448979591837,94.46443489797247
3.0218367346938777,0.35922448979591837,95.53908694360952
3.1995918367346943,0.35922448979591837,91.57519101715131
3.377346938775511,0.35922448979591837,91.88043812873264
3.555102040816327,0.35922448979591837,91.32481245012872
3.732857142857143,0.35922448979591837,91.32481245012872
3.9106122448979597,0.35922448979591837,91.35279117672842
4.088367346938776,0.35922448979591837,91.38120207675247
4.266122448979592,0.35922448979591837,92.54371308389773
4.4438775510204085,0.35922448979591837,92.54371308389773
4.621632653061225,0.35922448979591837,92.54371308389773
4.799387755102042,0.35922448979591837,92.70555677121587
4.977142857142858,0.35922448979591837,92.70555677121587
5.154897959183674,0.35922448979591837,92.70555677121587
5.332653061224491,0.35922448979591837,92.13452061934053
5.510408163265307,0.35922448979591837,90.27996126424374
5.688163265306123,0.35922448979591837,90.35089829885283
5.865918367346939,0.35922448979591837,90.35089829885283
6.043673469387755,0.35922448979591837,90.49846895793215
6.221428571428572,0.35922448979591837,90.49846895793215
6.3991836734693885,0.35922448979591837,90.4445217529567
6.576938775510205,0.35922448979591837,90.55498318285792
6.754693877551022,0.35922448979591837,90.55498318285792
6.932448979591838,0.35922448979591837,90.55498318285792
7.110204081632654,0.35922448979591837,97.58091895883811
7.28795918367347,0.35922448979591837,97.0343596328227
7.465714285714286,0.35922448979591837,97.0343596328227
7.643469387755103,0.35922448979591837,97.18483264032285
7.821224489795919,0.35922448979591837,97.18483264032285
7.9989795918367355,0.35922448979591837,97.15269964870816
8.176734693877552,0.35922448979591837,97.15269964870816
8.354489795918369,0.35922448979591837,100.01820024498298
8.532244897959185,0.35922448979591837,98.45937598810264
8.71,0.35922448979591837,98.45937598810264
0.0,0.40344897959183673,79.79717298588584
0.17775510204081635,0.40344897959183673,80.31797132848685
0.3555102040816327,0.40344897959183673,80.31797132848685
0.533265306122449,0.40344897959183673,80.31797132848685
0.7110204081632654,0.40344897959183673,81.29255481805049
0.8887755102040817,0.40344897959183673,81.41440498608559
1.066530612244898,0.40344897959183673,80.46471762606392
1.2442857142857144,0.40344897959183673,80.52382616002423
1.4220408163265308,0.40344897959183673,80.51140470165252
1.5997959183673471,0.40344897959183673,86.18980146678221
1.7775510204081635,0.40344897959183673,87.43159230471753
1.9553061224489798,0.40344897959183673,92.74786030480702
2.133061224489796,0.40344897959183673,93.819554634622
2.3108163265306123,0.40344897959183673,93.77974759030693
2.488571428571429,0.40344897959183673,97.09601279880229
2.6663265306122454,0.40344897959183673,97.05470715816143
2.8440816326530616,0.40344897959183673,97.04507097414579
3.0218367346938777,0.40344897959183673,98.11972301978282
3.1995918367346943,0.40344897959183673,94.15582709332463
3.377346938775511,0.40344897959183673,94.46107420490597
3.555102040816327,0.40344897959183673,93.90544852630202
3.732857142857143,0.40344897959183673,93.90544852630202
3.9106122448979597,0.40344897959183673,93.93342725290174
4.088367346938776,0.40344897959183673,93.9618381529258
4.266122448979592,0.40344897959183673,95.12434916007105
4.4438775510204085,0.40344897959183673,95.12434916007105
4.621632653061225,0.40344897959183673,95.12434916007105
4.799387755102042,0.40344897959183673,95.28619284738917
4.977142857142858,0.40344897959183673,95.28619284738917
5.154897959183674,0.40344897959183673,95.28619284738917
5.332653061224491,0.40344897959183673,94.71515669551384
5.510408163265307,0.40344897959183673,92.86059734041706
5.688163265306123,0.40344897959183673,92.93153437502613
5.865918367346939,0.40344897959183673,92.93153437502613
6.043673469387755,0.40344897959183673,93.07910503410547
6.221428571428572,0.40344897959183673,93.07910503410547
6.3991836734693885,0.40344897959183673,93.02515782913002
6.576938775510205,0.40344897959183673,93.13561925903123
6.754693877551022,0.40344897959183673,93.13561925903123
6.932448979591838,0.40344897959183673,93.13561925903123
7.110204081632654,0.40344897959183673,100.16155503501143
7.28795918367347,0.40344897959183673,99.61482558982436
7.465714285714286,0.40344897959183673,99.61482558982436
7.643469387755103,0.40344897959183673,99.76529859732453
7.821224489795919,0.40344897959183673,99.76529859732453
7.9989795918367355,0.40344897959183673,99.74129057954714
8.176734693877552,0.40344897959183673,99.74129057954714
8.354489795918369,0.40344897959183673,102.60679117582195
8.532244897959185,0.40344897959183673,101.0479669189416
8.71,0.40344897959183673,101.0479669189416
0.0,0.4476734693877551,73.5110626016958
0.17775510204081635,0.4476734693877551,74.0318609442968
0.3555102040816327,0.4476734693877551,74.0318609442968
0.533265306122449,0.4476734693877551,74.0318609442968
0.7110204081632654,0.4476734693877551,75.00644443386044
